0,1003271002,职场加速器 | 加速职场成长,480000003125030,自我认知,https://study.163.com/course/introduction/1003271002.htm,4.9,¥249.00
0,1208936832,明星学长手把手教你成为“面霸”,480000003125030,自我认知,https://study.163.com/course/introduction/1208936832.htm,4.7,¥99.00 ¥199.00
0,1003923018,提高面试成功率80%的黑技巧,480000003125030,自我认知,https://study.163.com/course/introduction/1003923018.htm,4.5,¥199.00
0,1004067031,芬哥谈职业选择与职业规划,480000003125030,自我认知,https://study.163.com/course/introduction/1004067031.htm,4,¥9.90
0,1004122012,零基础转行入职新媒体运营,480000003125030,自我认知,https://study.163.com/course/introduction/1004122012.htm,4.9,免费
0,1004507020,求职面试与职业发展指引手册,480000003125030,自我认知,https://study.163.com/course/introduction/1004507020.htm,4.9,免费
0,718017,赢在性格,480000003125030,自我认知,https://study.163.com/course/introduction/718017.htm,4.9,免费
0,1005905001,面试题库与答案【送答题模板】,480000003125030,自我认知,https://study.163.com/course/introduction/1005905001.htm,4.9,¥68.00 ¥129.00
0,1006506017,升职加薪：新人职业发展必备技能,480000003125030,自我认知,https://study.163.com/course/introduction/1006506017.htm,4.9,¥60.00 ¥129.00
0,1003589049,实战招聘面试技巧第二季,480000003125030,自我认知,https://study.163.com/course/introduction/1003589049.htm,4.9,¥88.00
0,1006357055,应届生求职面试100问  答疑篇,480000003125030,自我认知,https://study.163.com/course/introduction/1006357055.htm,4.9,免费
0,1004953011,java面试笔试题库,480000003125030,自我认知,https://study.163.com/course/introduction/1004953011.htm,4.9,¥49.90
0,1006090313,突围职业规划，如何找份好工作,480000003125030,自我认知,https://study.163.com/course/introduction/1006090313.htm,4.9,¥68.00 ¥129.00
0,1003599028,EDP：职业生涯规划与事业发展,480000003125030,自我认知,https://study.163.com/course/introduction/1003599028.htm,4.8,免费
0,680003,美丽百分百--个人形象管理,480000003125030,自我认知,https://study.163.com/course/introduction/680003.htm,4.8,免费
0,1003144002,成长分子 通关简历,480000003125030,自我认知,https://study.163.com/course/introduction/1003144002.htm,4.8,免费
0,1003605057,90%面试题都可套用的『三三原则』,480000003125030,自我认知,https://study.163.com/course/introduction/1003605057.htm,4.8,免费
0,877056,【英盛网】杰出女性培训班,480000003125030,自我认知,https://study.163.com/course/introduction/877056.htm,4.8,¥999.00
0,1003061006,IT求职之道—2小时打通名企IT类求职全攻略,480000003125030,自我认知,https://study.163.com/course/introduction/1003061006.htm,4.8,¥9.90
0,1004775007,职场社交商务礼仪之道,480000003125030,自我认知,https://study.163.com/course/introduction/1004775007.htm,4.8,¥15.99
